Game ID,Game Event ID,Player ID,Player Name,Team ID,Team Name,Period,Minutes Remaining,Seconds Remaining,Action Type,Shot Type,Shot Zone Basic,Shot Zone Area,Shot Zone Range,Shot Distance,X Location,Y Location,Shot Made Flag,Game Date,Home Team,Away Team,Season Type
0029700427,389,100,Tim Legler,1610612764,Washington Wizards,4,11,22,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,117,109,1,19980102,WAS,IND,Regular Season
0029700427,406,100,Tim Legler,1610612764,Washington Wizards,4,9,36,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,143,25,0,19980102,WAS,IND,Regular Season
0029700427,475,100,Tim Legler,1610612764,Washington Wizards,4,3,7,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,10,-87,55,0,19980102,WAS,IND,Regular Season
0029700427,487,100,Tim Legler,1610612764,Washington Wizards,4,1,45,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-1,53,0,19980102,WAS,IND,Regular Season
0029700427,497,100,Tim Legler,1610612764,Washington Wizards,4,0,45,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,89,113,0,19980102,WAS,IND,Regular Season
0029700449,79,100,Tim Legler,1610612764,Washington Wizards,1,2,17,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-231,42,0,19980104,WAS,PHX,Regular Season
0029700449,152,100,Tim Legler,1610612764,Washington Wizards,2,6,48,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-166,59,0,19980104,WAS,PHX,Regular Season
0029700449,336,100,Tim Legler,1610612764,Washington Wizards,3,0,39,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,23,36,0,19980104,WAS,PHX,Regular Season
0029700453,141,100,Tim Legler,1610612764,Washington Wizards,2,9,41,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,123,-18,0,19980105,NYK,WAS,Regular Season
0029700482,116,100,Tim Legler,1610612764,Washington Wizards,2,10,39,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-130,31,0,19980109,ATL,WAS,Regular Season
0029700482,120,100,Tim Legler,1610612764,Washington Wizards,2,10,5,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,229,12,0,19980109,ATL,WAS,Regular Season
0029700482,125,100,Tim Legler,1610612764,Washington Wizards,2,9,44,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,81,68,1,19980109,ATL,WAS,Regular Season
0029700482,303,100,Tim Legler,1610612764,Washington Wizards,3,2,22,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,102,-3,0,19980109,ATL,WAS,Regular Season
0029700482,321,100,Tim Legler,1610612764,Washington Wizards,3,1,9,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,220,119,0,19980109,ATL,WAS,Regular Season
0029700498,103,100,Tim Legler,1610612764,Washington Wizards,1,2,40,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-10,25,0,19980111,WAS,ATL,Regular Season
0029700498,120,100,Tim Legler,1610612764,Washington Wizards,1,1,11,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-175,36,1,19980111,WAS,ATL,Regular Season
0029700498,213,100,Tim Legler,1610612764,Washington Wizards,2,4,44,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,239,59,0,19980111,WAS,ATL,Regular Season
0029700498,311,100,Tim Legler,1610612764,Washington Wizards,3,7,40,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-212,151,0,19980111,WAS,ATL,Regular Season
0029700498,353,100,Tim Legler,1610612764,Washington Wizards,3,3,59,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,85,239,0,19980111,WAS,ATL,Regular Season
0029700012,59,1000,Shandon Anderson,1610612762,Utah Jazz,1,5,33,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-132,-3,1,19971031,LAL,UTA,Regular Season
0029700012,67,1000,Shandon Anderson,1610612762,Utah Jazz,1,4,43,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,10,76,72,0,19971031,LAL,UTA,Regular Season
0029700012,75,1000,Shandon Anderson,1610612762,Utah Jazz,1,3,43,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,19971031,LAL,UTA,Regular Season
0029700012,81,1000,Shandon Anderson,1610612762,Utah Jazz,1,3,10,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,19971031,LAL,UTA,Regular Season
0029700012,101,1000,Shandon Anderson,1610612762,Utah Jazz,1,2,22,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,19971031,LAL,UTA,Regular Season
0029700012,131,1000,Shandon Anderson,1610612762,Utah Jazz,1,0,43,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,19971031,LAL,UTA,Regular Season
0029700012,158,1000,Shandon Anderson,1610612762,Utah Jazz,2,10,56,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,19971031,LAL,UTA,Regular Season
0029700012,161,1000,Shandon Anderson,1610612762,Utah Jazz,2,10,28,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,19971031,LAL,UTA,Regular Season
0029700012,187,1000,Shandon Anderson,1610612762,Utah Jazz,2,8,23,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,19971031,LAL,UTA,Regular Season
0029700012,204,1000,Shandon Anderson,1610612762,Utah Jazz,2,7,15,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,19971031,LAL,UTA,Regular Season
0029700012,214,1000,Shandon Anderson,1610612762,Utah Jazz,2,6,13,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,19971031,LAL,UTA,Regular Season
0029700012,223,1000,Shandon Anderson,1610612762,Utah Jazz,2,5,19,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-113,119,0,19971031,LAL,UTA,Regular Season
0029700012,327,1000,Shandon Anderson,1610612762,Utah Jazz,3,8,45,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,19971031,LAL,UTA,Regular Season
0029700012,407,1000,Shandon Anderson,1610612762,Utah Jazz,3,2,57,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-31,70,0,19971031,LAL,UTA,Regular Season
0029700012,429,1000,Shandon Anderson,1610612762,Utah Jazz,3,1,33,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,117,115,0,19971031,LAL,UTA,Regular Season
0029700012,449,1000,Shandon Anderson,1610612762,Utah Jazz,3,0,27,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,19971031,LAL,UTA,Regular Season
0029700012,521,1000,Shandon Anderson,1610612762,Utah Jazz,4,6,22,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,19971031,LAL,UTA,Regular Season
0029700022,112,1000,Shandon Anderson,1610612762,Utah Jazz,1,0,26,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,19971101,UTA,DEN,Regular Season
0029700022,114,1000,Shandon Anderson,1610612762,Utah Jazz,1,0,25,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,19971101,UTA,DEN,Regular Season
0029700022,143,1000,Shandon Anderson,1610612762,Utah Jazz,2,9,58,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21,151,158,0,19971101,UTA,DEN,Regular Season
0029700022,159,1000,Shandon Anderson,1610612762,Utah Jazz,2,9,28,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,19971101,UTA,DEN,Regular Season
0029700022,169,1000,Shandon Anderson,1610612762,Utah Jazz,2,8,35,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,19971101,UTA,DEN,Regular Season
0029700022,185,1000,Shandon Anderson,1610612762,Utah Jazz,2,7,26,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,19971101,UTA,DEN,Regular Season
0029700022,197,1000,Shandon Anderson,1610612762,Utah Jazz,2,6,32,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,19971101,UTA,DEN,Regular Season
0029700022,201,1000,Shandon Anderson,1610612762,Utah Jazz,2,6,25,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,19971101,UTA,DEN,Regular Season
0029700022,210,1000,Shandon Anderson,1610612762,Utah Jazz,2,5,36,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,19971101,UTA,DEN,Regular Season
0029700022,410,1000,Shandon Anderson,1610612762,Utah Jazz,4,10,32,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,32,171,274,0,19971101,UTA,DEN,Regular Season
0029700022,457,1000,Shandon Anderson,1610612762,Utah Jazz,4,5,32,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-151,203,1,19971101,UTA,DEN,Regular Season
0029700022,466,1000,Shandon Anderson,1610612762,Utah Jazz,4,4,31,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,126,166,0,19971101,UTA,DEN,Regular Season
0029700031,149,1000,Shandon Anderson,1610612762,Utah Jazz,2,10,47,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,19971103,UTA,WAS,Regular Season
0029700031,404,1000,Shandon Anderson,1610612762,Utah Jazz,4,9,51,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,19971103,UTA,WAS,Regular Season
0029700031,414,1000,Shandon Anderson,1610612762,Utah Jazz,4,8,23,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,19971103,UTA,WAS,Regular Season
0029700031,430,1000,Shandon Anderson,1610612762,Utah Jazz,4,7,1,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,194,-3,1,19971103,UTA,WAS,Regular Season
0029700039,79,1000,Shandon Anderson,1610612762,Utah Jazz,1,3,10,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,19971104,PHX,UTA,Regular Season
0029700039,100,1000,Shandon Anderson,1610612762,Utah Jazz,1,1,44,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,19971104,PHX,UTA,Regular Season
0029700039,127,1000,Shandon Anderson,1610612762,Utah Jazz,2,11,45,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-55,8,0,19971104,PHX,UTA,Regular Season
0029700039,141,1000,Shandon Anderson,1610612762,Utah Jazz,2,10,26,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-126,25,0,19971104,PHX,UTA,Regular Season
0029700039,202,1000,Shandon Anderson,1610612762,Utah Jazz,2,4,8,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,19971104,PHX,UTA,Regular Season
0029700039,228,1000,Shandon Anderson,1610612762,Utah Jazz,2,1,17,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,19971104,PHX,UTA,Regular Season
0029700039,375,1000,Shandon Anderson,1610612762,Utah Jazz,4,11,14,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,8,59,0,19971104,PHX,UTA,Regular Season
0029700039,433,1000,Shandon Anderson,1610612762,Utah Jazz,4,5,30,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,104,222,0,19971104,PHX,UTA,Regular Season
0029700039,457,1000,Shandon Anderson,1610612762,Utah Jazz,4,3,21,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19,-184,53,0,19971104,PHX,UTA,Regular Season
0029700039,482,1000,Shandon Anderson,1610612762,Utah Jazz,4,1,40,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,91,151,1,19971104,PHX,UTA,Regular Season
0029700039,493,1000,Shandon Anderson,1610612762,Utah Jazz,4,0,5,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,8,248,0,19971104,PHX,UTA,Regular Season
0029700061,116,1000,Shandon Anderson,1610612762,Utah Jazz,2,11,22,Running Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,147,16,1,19971107,DEN,UTA,Regular Season
0029700061,134,1000,Shandon Anderson,1610612762,Utah Jazz,2,8,13,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19,-190,57,1,19971107,DEN,UTA,Regular Season
0029700061,145,1000,Shandon Anderson,1610612762,Utah Jazz,2,7,19,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,18,205,0,19971107,DEN,UTA,Regular Season
0029700061,153,1000,Shandon Anderson,1610612762,Utah Jazz,2,7,5,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,1,96,0,19971107,DEN,UTA,Regular Season
0029700061,161,1000,Shandon Anderson,1610612762,Utah Jazz,2,6,42,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,19971107,DEN,UTA,Regular Season
0029700061,164,1000,Shandon Anderson,1610612762,Utah Jazz,2,5,59,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,19971107,DEN,UTA,Regular Season
0029700061,192,1000,Shandon Anderson,1610612762,Utah Jazz,2,3,30,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,19971107,DEN,UTA,Regular Season
0029700061,197,1000,Shandon Anderson,1610612762,Utah Jazz,2,2,40,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,19971107,DEN,UTA,Regular Season
0029700061,405,1000,Shandon Anderson,1610612762,Utah Jazz,4,7,49,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,190,57,0,19971107,DEN,UTA,Regular Season
0029700072,146,1000,Shandon Anderson,1610612762,Utah Jazz,2,10,0,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-117,33,0,19971108,SAS,UTA,Regular Season
0029700072,464,1000,Shandon Anderson,1610612762,Utah Jazz,4,8,0,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,14,63,0,19971108,SAS,UTA,Regular Season
0029700094,125,1000,Shandon Anderson,1610612762,Utah Jazz,2,11,42,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,19971112,UTA,VAN,Regular Season
0029700094,174,1000,Shandon Anderson,1610612762,Utah Jazz,2,7,7,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,19971112,UTA,VAN,Regular Season
0029700094,203,1000,Shandon Anderson,1610612762,Utah Jazz,2,4,32,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,-23,190,0,19971112,UTA,VAN,Regular Season
0029700094,385,1000,Shandon Anderson,1610612762,Utah Jazz,4,9,14,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,145,104,1,19971112,UTA,VAN,Regular Season
0029700094,398,1000,Shandon Anderson,1610612762,Utah Jazz,4,7,37,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,19971112,UTA,VAN,Regular Season
0029700094,414,1000,Shandon Anderson,1610612762,Utah Jazz,4,5,24,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,53,59,1,19971112,UTA,VAN,Regular Season
0029700094,433,1000,Shandon Anderson,1610612762,Utah Jazz,4,3,13,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,19971112,UTA,VAN,Regular Season
0029700094,443,1000,Shandon Anderson,1610612762,Utah Jazz,4,2,27,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,19971112,UTA,VAN,Regular Season
0029700109,135,1000,Shandon Anderson,1610612762,Utah Jazz,2,10,58,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21,136,171,1,19971114,UTA,SEA,Regular Season
0029700109,158,1000,Shandon Anderson,1610612762,Utah Jazz,2,7,37,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-94,96,0,19971114,UTA,SEA,Regular Season
0029700109,408,1000,Shandon Anderson,1610612762,Utah Jazz,4,8,38,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,19971114,UTA,SEA,Regular Season
0029700119,107,1000,Shandon Anderson,1610612762,Utah Jazz,2,11,50,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,19971115,DAL,UTA,Regular Season
0029700119,134,1000,Shandon Anderson,1610612762,Utah Jazz,2,9,34,Slam Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,19971115,DAL,UTA,Regular Season
0029700119,150,1000,Shandon Anderson,1610612762,Utah Jazz,2,7,5,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,0,91,0,19971115,DAL,UTA,Regular Season
0029700119,193,1000,Shandon Anderson,1610612762,Utah Jazz,2,2,22,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,0,38,0,19971115,DAL,UTA,Regular Season
0029700119,200,1000,Shandon Anderson,1610612762,Utah Jazz,2,1,4,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,121,27,0,19971115,DAL,UTA,Regular Season
0029700119,345,1000,Shandon Anderson,1610612762,Utah Jazz,4,7,11,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,128,93,0,19971115,DAL,UTA,Regular Season
0029700135,151,1000,Shandon Anderson,1610612762,Utah Jazz,2,8,46,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-10,96,1,19971118,UTA,LAL,Regular Season
0029700135,159,1000,Shandon Anderson,1610612762,Utah Jazz,2,8,41,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,19971118,UTA,LAL,Regular Season
0029700135,158,1000,Shandon Anderson,1610612762,Utah Jazz,2,8,22,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,19971118,UTA,LAL,Regular Season
0029700135,190,1000,Shandon Anderson,1610612762,Utah Jazz,2,5,8,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,68,3,0,19971118,UTA,LAL,Regular Season
0029700135,379,1000,Shandon Anderson,1610612762,Utah Jazz,4,9,45,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,19971118,UTA,LAL,Regular Season
0029700152,133,1000,Shandon Anderson,1610612762,Utah Jazz,2,9,24,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,19971120,SAC,UTA,Regular Season
0029700152,181,1000,Shandon Anderson,1610612762,Utah Jazz,2,3,41,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,19971120,SAC,UTA,Regular Season
0029700152,424,1000,Shandon Anderson,1610612762,Utah Jazz,4,5,1,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-222,121,1,19971120,SAC,UTA,Regular Season
0029700152,452,1000,Shandon Anderson,1610612762,Utah Jazz,4,1,34,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,19971120,SAC,UTA,Regular Season
0029700169,157,1000,Shandon Anderson,1610612762,Utah Jazz,2,6,58,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-156,0,0,19971122,UTA,SAS,Regular Season
0029700169,370,1000,Shandon Anderson,1610612762,Utah Jazz,4,10,19,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,136,113,0,19971122,UTA,SAS,Regular Season
0029700176,118,1000,Shandon Anderson,1610612762,Utah Jazz,2,11,11,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,23,85,224,1,19971124,UTA,MIN,Regular Season
0029700176,158,1000,Shandon Anderson,1610612762,Utah Jazz,2,7,29,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,19971124,UTA,MIN,Regular Season
0029700176,195,1000,Shandon Anderson,1610612762,Utah Jazz,2,3,7,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,61,66,1,19971124,UTA,MIN,Regular Season
0029700176,203,1000,Shandon Anderson,1610612762,Utah Jazz,2,1,58,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-128,205,0,19971124,UTA,MIN,Regular Season
0029700176,406,1000,Shandon Anderson,1610612762,Utah Jazz,4,8,3,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-115,160,0,19971124,UTA,MIN,Regular Season
0029700201,131,1000,Shandon Anderson,1610612762,Utah Jazz,2,9,14,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,19971128,UTA,GSW,Regular Season
0029700201,172,1000,Shandon Anderson,1610612762,Utah Jazz,2,4,21,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-194,147,0,19971128,UTA,GSW,Regular Season
0029700201,187,1000,Shandon Anderson,1610612762,Utah Jazz,2,2,40,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,19971128,UTA,GSW,Regular Season
0029700201,216,1000,Shandon Anderson,1610612762,Utah Jazz,2,0,0,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,19971128,UTA,GSW,Regular Season
0029700201,372,1000,Shandon Anderson,1610612762,Utah Jazz,4,8,45,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,19971128,UTA,GSW,Regular Season
0029700201,377,1000,Shandon Anderson,1610612762,Utah Jazz,4,8,25,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,19971128,UTA,GSW,Regular Season
0029700201,407,1000,Shandon Anderson,1610612762,Utah Jazz,4,5,34,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,19971128,UTA,GSW,Regular Season
0029700201,428,1000,Shandon Anderson,1610612762,Utah Jazz,4,3,44,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,19971128,UTA,GSW,Regular Season
0029700212,128,1000,Shandon Anderson,1610612762,Utah Jazz,2,8,49,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,19971129,LAC,UTA,Regular Season
0029700212,152,1000,Shandon Anderson,1610612762,Utah Jazz,2,7,10,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,19971129,LAC,UTA,Regular Season
0029700212,181,1000,Shandon Anderson,1610612762,Utah Jazz,2,4,24,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,19971129,LAC,UTA,Regular Season
0029700212,188,1000,Shandon Anderson,1610612762,Utah Jazz,2,3,35,Tip Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,19971129,LAC,UTA,Regular Season
0029700212,226,1000,Shandon Anderson,1610612762,Utah Jazz,2,0,24,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,19971129,LAC,UTA,Regular Season
0029700212,374,1000,Shandon Anderson,1610612762,Utah Jazz,4,9,51,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,19971129,LAC,UTA,Regular Season
0029700212,375,1000,Shandon Anderson,1610612762,Utah Jazz,4,9,50,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,19971129,LAC,UTA,Regular Season
0029700220,117,1000,Shandon Anderson,1610612762,Utah Jazz,2,9,31,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,19971201,UTA,NJN,Regular Season
0029700220,132,1000,Shandon Anderson,1610612762,Utah Jazz,2,8,3,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,19971201,UTA,NJN,Regular Season
0029700220,150,1000,Shandon Anderson,1610612762,Utah Jazz,2,6,18,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,19971201,UTA,NJN,Regular Season
0029700220,153,1000,Shandon Anderson,1610612762,Utah Jazz,2,6,9,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,19971201,UTA,NJN,Regular Season
0029700220,155,1000,Shandon Anderson,1610612762,Utah Jazz,2,5,44,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,19971201,UTA,NJN,Regular Season
0029700220,380,1000,Shandon Anderson,1610612762,Utah Jazz,4,8,46,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,19971201,UTA,NJN,Regular Season
0029700220,402,1000,Shandon Anderson,1610612762,Utah Jazz,4,7,27,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,19971201,UTA,NJN,Regular Season
0029700220,409,1000,Shandon Anderson,1610612762,Utah Jazz,4,6,36,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,19971201,UTA,NJN,Regular Season
0029700220,474,1000,Shandon Anderson,1610612762,Utah Jazz,4,1,44,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,19971201,UTA,NJN,Regular Season
0029700234,168,1000,Shandon Anderson,1610612762,Utah Jazz,2,8,59,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-3,257,0,19971203,UTA,TOR,Regular Season
0029700234,181,1000,Shandon Anderson,1610612762,Utah Jazz,2,7,59,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,0,19971203,UTA,TOR,Regular Season
